year	marital	age	race	rincome	partyid	relig	denom	tvhours
2000	Married	47	White	$25000 or more	Ind,near dem	Protestant	Presbyterian, merged	1
2000	Never married	27	White	$25000 or more	Ind,near dem	None	Not applicable	0
2000	Never married	26	White	$25000 or more	Strong democrat	None	Not applicable	NA
2000	Never married	23	White	$25000 or more	Ind,near dem	None	Not applicable	3
2000	Married	75	White	Not applicable	Ind,near rep	None	Not applicable	NA
2000	Married	42	White	$25000 or more	Not str democrat	None	Not applicable	NA
2000	Married	51	White	$25000 or more	Ind,near rep	Protestant	Lutheran-dk which	4
2000	Married	35	White	$15000 - 19999	Not str republican	Protestant	United pres ch in us	1
2000	Married	49	White	$25000 or more	Ind,near rep	Protestant	Other	1
2000	Married	35	White	$25000 or more	Not str republican	Protestant	No denomination	0
2000	Married	60	White	Not applicable	Strong democrat	Catholic	Not applicable	5
2000	Widowed	73	White	Not applicable	Independent	Catholic	Not applicable	2
2000	Widowed	85	White	Not applicable	Ind,near rep	Protestant	Methodist-dk which	3
2000	Married	34	White	Not applicable	Ind,near dem	Catholic	Not applicable	3
2000	Married	47	White	$25000 or more	Independent	Protestant	No denomination	1
2000	Married	47	White	Refused	Ind,near dem	None	Not applicable	NA
2000	Never married	25	White	$15000 - 19999	Ind,near rep	None	Not applicable	1
2000	Never married	32	Black	Not applicable	Strong democrat	Protestant	Nat bapt conv of am	1
2000	Married	49	White	Refused	Ind,near rep	Catholic	Not applicable	2
2000	Married	43	Black	$25000 or more	Not str democrat	Protestant	Other baptists	2
2000	Widowed	77	White	Not applicable	Strong democrat	Catholic	Not applicable	2
2000	Divorced	47	White	$25000 or more	Ind,near dem	Catholic	Not applicable	NA
2000	Divorced	52	White	$25000 or more	Not str democrat	Catholic	Not applicable	2
2000	Never married	30	Black	$25000 or more	Not str democrat	None	Not applicable	2
2000	Married	45	White	$25000 or more	Strong democrat	Catholic	Not applicable	4
2000	Widowed	81	White	Not applicable	Not str democrat	Catholic	Not applicable	3
2000	Separated	32	White	$3000 to 3999	Strong democrat	Catholic	Not applicable	0
2000	Married	65	White	$10000 - 14999	Ind,near dem	Catholic	Not applicable	NA
2000	Widowed	82	White	Not applicable	Not str democrat	Catholic	Not applicable	6
2000	Widowed	71	White	Not applicable	Strong democrat	Catholic	Not applicable	5
2000	Never married	23	White	Don't know	Independent	None	Not applicable	NA
2000	Never married	36	White	$25000 or more	Not str republican	Catholic	Not applicable	NA
2000	Divorced	43	White	$15000 - 19999	Not str democrat	Protestant	United pres ch in us	1
2000	Married	33	White	$10000 - 14999	Independent	None	Not applicable	1
2000	Divorced	41	White	Not applicable	Independent	Catholic	Not applicable	3
2000	Never married	28	Black	$20000 - 24999	Strong republican	Protestant	Southern baptist	5
2000	Separated	33	White	Not applicable	Independent	Protestant	No denomination	5
2000	Widowed	69	White	Not applicable	Not str democrat	None	Not applicable	NA
2000	Separated	44	White	Refused	Strong republican	Protestant	No denomination	NA
2000	Never married	53	White	Not applicable	Not str republican	Catholic	Not applicable	NA
2000	Divorced	48	White	Refused	Not str democrat	Protestant	United methodist	2
2000	Divorced	61	Black	Not applicable	Not str democrat	Protestant	Southern baptist	5
2000	Married	66	Black	Not applicable	Strong democrat	Protestant	Afr meth episcopal	12
2000	Never married	54	Black	$15000 - 19999	Strong democrat	Protestant	Afr meth ep zion	NA
2000	Never married	34	Black	Refused	Strong democrat	Protestant	Afr meth episcopal	8
2000	Married	85	Black	Not applicable	Ind,near dem	Protestant	Afr meth episcopal	NA
2000	Never married	45	Black	$15000 - 19999	Not str democrat	None	Not applicable	4
2000	Never married	32	Black	Not applicable	Ind,near dem	None	Not applicable	8
2000	Divorced	54	Black	Not applicable	Not str democrat	Protestant	Afr meth episcopal	NA
2000	Divorced	46	Black	Not applicable	Not str democrat	Protestant	Afr meth episcopal	NA
2000	Separated	37	Black	Not applicable	Not str democrat	None	Not applicable	5
2000	Never married	41	Black	Refused	Ind,near dem	None	Not applicable	3
2000	Never married	56	Black	$10000 - 14999	Strong democrat	Protestant	United methodist	4
2000	Never married	68	Black	Not applicable	Ind,near dem	None	Not applicable	NA
2000	Married	40	White	$25000 or more	Strong democrat	Catholic	Not applicable	1
2000	Divorced	37	White	Not applicable	Independent	None	Not applicable	NA
2000	Married	33	White	$25000 or more	Not str republican	None	Not applicable	NA
2000	Married	33	Black	$8000 to 9999	Not str republican	Protestant	Other	NA
2000	Separated	54	Black	$25000 or more	Ind,near dem	Protestant	United methodist	NA
2000	Never married	35	White	$25000 or more	Not str democrat	Protestant	Other	NA
2000	Never married	27	White	$25000 or more	Not str democrat	Catholic	Not applicable	4
2000	Married	66	White	Not applicable	Not str democrat	Protestant	Other baptists	2
2000	Married	72	White	Not applicable	Strong democrat	None	Not applicable	5
2000	Married	44	White	$25000 or more	Not str republican	Protestant	Wi evan luth synod	NA
2000	Divorced	51	White	$25000 or more	Strong republican	Protestant	Episcopal	NA
2000	Married	78	White	Not applicable	Strong republican	Protestant	Methodist-dk which	NA
2000	Never married	38	White	$25000 or more	Not str democrat	Catholic	Not applicable	1
2000	Married	66	White	Not applicable	Independent	Protestant	United methodist	3
2000	Never married	22	White	$15000 - 19999	Independent	Catholic	Not applicable	5
2000	Divorced	43	White	$10000 - 14999	Independent	Protestant	No denomination	1
2000	Never married	28	Black	$10000 - 14999	Independent	None	Not applicable	3
2000	Married	32	White	Refused	Strong republican	Catholic	Not applicable	3
2000	Married	34	White	$7000 to 7999	Ind,near dem	None	Not applicable	2
2000	Never married	29	White	$20000 - 24999	Not str democrat	Protestant	Episcopal	0
2000	Never married	24	White	$10000 - 14999	Ind,near dem	Protestant	Other	NA
2000	Married	43	White	$25000 or more	Strong republican	None	Not applicable	2
2000	Never married	43	White	$25000 or more	Not str republican	None	Not applicable	NA
2000	Never married	34	White	$25000 or more	Strong democrat	Catholic	Not applicable	NA
2000	Married	32	White	$20000 - 24999	Independent	None	Not applicable	5
2000	Married	51	Black	Not applicable	Ind,near dem	Protestant	Other	3
2000	Divorced	36	White	$15000 - 19999	Not str republican	Catholic	Not applicable	NA
2000	Divorced	32	White	$25000 or more	Strong republican	Protestant	No denomination	2
2000	Married	67	White	Not applicable	Not str republican	Catholic	Not applicable	NA
2000	Widowed	67	White	$7000 to 7999	Not str democrat	Protestant	United methodist	3
2000	Married	43	White	$25000 or more	Not str democrat	Catholic	Not applicable	0
2000	Never married	19	White	Not applicable	Ind,near rep	Catholic	Not applicable	10
2000	Married	29	White	$25000 or more	Strong republican	Protestant	No denomination	1
2000	Married	48	White	$25000 or more	Not str republican	Protestant	United methodist	3
2000	Married	36	White	$25000 or more	Strong republican	Catholic	Not applicable	NA
2000	Never married	21	White	$15000 - 19999	Independent	None	Not applicable	0
2000	Never married	26	White	$25000 or more	Strong republican	Catholic	Not applicable	1
2000	Never married	23	White	$25000 or more	Strong republican	Protestant	Lutheran-dk which	NA
2000	Never married	20	White	Not applicable	Ind,near rep	Catholic	Not applicable	NA
2000	Never married	29	White	$25000 or more	Independent	None	Not applicable	NA
2000	Never married	27	White	$25000 or more	Not str democrat	None	Not applicable	4
2000	Never married	32	Black	$25000 or more	Strong democrat	Catholic	Not applicable	3
2000	Never married	43	White	$25000 or more	Not str republican	Protestant	Other lutheran	4
2000	Never married	39	White	$25000 or more	Ind,near rep	Catholic	Not applicable	3
2000	Married	39	White	$25000 or more	Not str democrat	Protestant	Other	3
2000	Never married	22	White	$4000 to 4999	Independent	Protestant	No denomination	1
2000	Never married	40	White	$25000 or more	Not str democrat	Protestant	Lutheran-dk which	3
2000	Never married	30	White	$25000 or more	Strong democrat	None	Not applicable	NA
2000	Never married	20	White	Not applicable	Ind,near dem	None	Not applicable	NA
2000	Never married	20	White	$1000 to 2999	Strong republican	Protestant	Other	NA
2000	Never married	19	White	$1000 to 2999	Not str democrat	None	Not applicable	1
2000	Never married	19	White	Not applicable	Ind,near dem	None	Not applicable	1
2000	Divorced	43	White	$7000 to 7999	Independent	None	Not applicable	NA
2000	Never married	58	White	$25000 or more	Strong democrat	Catholic	Not applicable	0
2000	Never married	50	White	$25000 or more	Ind,near rep	Protestant	Am baptist asso	NA
2000	Never married	49	White	$25000 or more	Ind,near rep	Protestant	Evangelical luth	3
2000	Never married	45	White	$25000 or more	Not str republican	Protestant	Other	4
2000	Married	69	White	$15000 - 19999	Not str democrat	Catholic	Not applicable	3
2000	Married	48	White	$25000 or more	Not str republican	Protestant	Wi evan luth synod	2
2000	Married	30	White	$25000 or more	Not str republican	None	Not applicable	5
2000	Married	28	White	$7000 to 7999	Independent	Catholic	Not applicable	1
2000	Never married	32	White	$15000 - 19999	Strong republican	Protestant	Lutheran-mo synod	NA
2000	Never married	24	White	$25000 or more	Not str republican	Protestant	United methodist	2
2000	Never married	46	Black	$15000 - 19999	Strong democrat	Protestant	Southern baptist	4
2000	Never married	23	Black	$1000 to 2999	Strong democrat	Protestant	Other	2
2000	Never married	26	Black	Not applicable	Ind,near dem	Protestant	Southern baptist	2
2000	Never married	40	Black	Not applicable	Independent	Catholic	Not applicable	NA
2000	Never married	30	Black	$10000 - 14999	Independent	None	Not applicable	1
2000	Married	48	Black	$10000 - 14999	Ind,near dem	Protestant	Baptist-dk which	1
2000	Never married	67	Black	Not applicable	Not str democrat	Protestant	Baptist-dk which	NA
2000	Never married	43	Black	Not applicable	Independent	Protestant	Southern baptist	4
2000	Separated	45	Black	$10000 - 14999	Strong democrat	None	Not applicable	4
2000	Married	41	White	$25000 or more	Independent	Catholic	Not applicable	2
2000	Widowed	77	White	Not applicable	Strong republican	Protestant	No answer	3
2000	Widowed	70	White	Not applicable	Independent	Protestant	Lutheran-mo synod	2
2000	Divorced	66	White	$25000 or more	Strong republican	Protestant	Other	2
2000	Divorced	28	White	$25000 or more	Independent	Catholic	Not applicable	2
2000	Married	51	White	$15000 - 19999	Strong republican	Protestant	Other	1
2000	Married	70	White	Not applicable	Ind,near dem	Catholic	Not applicable	3
2000	Married	34	White	$10000 - 14999	Independent	Catholic	Not applicable	NA
2000	Married	57	White	$10000 - 14999	Not str republican	Protestant	Other	5
2000	Married	53	White	Refused	Strong republican	Protestant	United methodist	1
2000	Divorced	46	White	$25000 or more	Independent	Protestant	No denomination	2
2000	Divorced	53	White	$25000 or more	Strong republican	Protestant	United methodist	0
2000	Married	57	White	$25000 or more	Not str republican	Protestant	Southern baptist	NA
2000	Married	45	White	$25000 or more	Ind,near dem	Protestant	Southern baptist	2
2000	Married	30	White	$10000 - 14999	Not str republican	Protestant	United methodist	3
2000	Married	26	White	$25000 or more	Ind,near rep	Protestant	No answer	2
2000	Married	50	White	Refused	Not str democrat	Protestant	Other	NA
2000	Never married	32	White	$25000 or more	Strong democrat	Catholic	Not applicable	2
2000	Married	55	White	Not applicable	Ind,near rep	Protestant	No denomination	5
2000	Divorced	45	White	Refused	Ind,near rep	Protestant	Southern baptist	2
2000	Divorced	44	White	$25000 or more	Ind,near rep	Protestant	Am bapt ch in usa	2
2000	Married	42	Black	$25000 or more	Strong democrat	Protestant	Southern baptist	3
2000	Married	38	White	Refused	Strong republican	Protestant	Other	1
2000	Never married	44	White	$1000 to 2999	Strong republican	Protestant	No denomination	3
2000	Married	58	White	$15000 - 19999	Not str republican	Protestant	Other	0
2000	Divorced	49	White	$25000 or more	Ind,near dem	None	Not applicable	3
2000	Married	38	White	$10000 - 14999	Ind,near rep	Protestant	Southern baptist	3
2000	Divorced	66	White	Not applicable	Not str democrat	Protestant	Southern baptist	NA
2000	Widowed	86	White	Not applicable	Ind,near dem	Protestant	Episcopal	3
2000	Married	53	White	Not applicable	Not str democrat	None	Not applicable	4
2000	Married	62	White	Refused	Ind,near rep	Protestant	Other	NA
2000	Separated	31	Black	$3000 to 3999	Ind,near dem	Protestant	Other	3
2000	Separated	27	Black	$15000 - 19999	Strong democrat	Protestant	Southern baptist	NA
2000	Married	50	Black	$10000 - 14999	Independent	Protestant	Southern baptist	NA
2000	Never married	30	Black	Refused	Strong democrat	Protestant	Southern baptist	0
2000	Separated	74	Black	Not applicable	Strong democrat	Protestant	Southern baptist	2
2000	Widowed	66	Black	$10000 - 14999	Strong democrat	Protestant	Southern baptist	2
2000	Separated	47	Black	$5000 to 5999	Strong democrat	Protestant	Episcopal	8
2000	Married	58	Black	$15000 - 19999	Strong democrat	Protestant	Southern baptist	3
2000	Divorced	NA	Black	$25000 or more	Strong democrat	Protestant	Baptist-dk which	2
2000	Divorced	27	White	$15000 - 19999	Ind,near rep	Catholic	Not applicable	6
2000	Widowed	80	White	Not applicable	Strong democrat	Protestant	Southern baptist	3
2000	Married	42	Black	$15000 - 19999	Strong democrat	Protestant	United methodist	5
2000	Married	39	Black	$10000 - 14999	Strong democrat	Protestant	No denomination	21
2000	Married	44	Black	$10000 - 14999	Strong democrat	Protestant	Baptist-dk which	NA
2000	Married	43	Black	$10000 - 14999	Strong democrat	Protestant	Other	3
2000	Never married	30	Black	$25000 or more	Not str democrat	Protestant	Southern baptist	3
2000	Married	38	White	Not applicable	Not str republican	Protestant	Presbyterian c in us	NA
2000	Never married	30	Black	$25000 or more	Ind,near rep	None	Not applicable	1
2000	Never married	19	White	$10000 - 14999	Not str republican	Protestant	Episcopal	NA
2000	Married	49	White	$25000 or more	Strong democrat	Protestant	Luth ch in america	NA
2000	Married	47	White	$25000 or more	Not str republican	Catholic	Not applicable	NA
2000	Never married	35	White	$25000 or more	Ind,near dem	Protestant	United methodist	NA
2000	Married	64	White	$15000 - 19999	Not str republican	Protestant	Southern baptist	NA
2000	Married	30	White	$25000 or more	Independent	Catholic	Not applicable	2
2000	Married	63	White	$8000 to 9999	Strong republican	Protestant	United methodist	4
2000	Divorced	40	White	$25000 or more	Strong republican	Protestant	Other presbyterian	12
2000	Divorced	63	White	$25000 or more	Not str republican	Protestant	United methodist	5
2000	Divorced	44	White	$25000 or more	Not str republican	Protestant	Southern baptist	1
2000	Married	78	White	Not applicable	Ind,near dem	Protestant	Southern baptist	4
2000	Married	62	Black	Not applicable	Strong republican	Protestant	Nat bapt conv usa	NA
2000	Married	62	White	$4000 to 4999	Not str democrat	Protestant	Other baptists	6
2000	Married	64	White	Not applicable	Strong republican	Catholic	Not applicable	NA
2000	Never married	37	White	$25000 or more	Independent	None	Not applicable	2
2000	Married	30	White	Not applicable	Independent	Protestant	Other	3
2000	Married	66	White	No answer	Strong republican	Protestant	Southern baptist	NA
2000	Widowed	78	White	Not applicable	Strong democrat	None	Not applicable	3
2000	Widowed	63	Black	Not applicable	Not str democrat	Protestant	No denomination	15
2000	Widowed	83	White	Not applicable	Independent	Protestant	Other baptists	NA
2000	Widowed	89	Black	Not applicable	Strong democrat	Protestant	Other baptists	8
2000	Never married	63	Black	Not applicable	Not str republican	Protestant	Southern baptist	NA
2000	Widowed	86	White	Not applicable	Strong democrat	Protestant	Methodist-dk which	NA
2000	Married	44	White	$25000 or more	Independent	Catholic	Not applicable	0
2000	Widowed	86	White	Not applicable	Strong democrat	Catholic	Not applicable	3
2000	Married	56	White	Not applicable	Strong democrat	Catholic	Not applicable	5
2000	Married	60	White	$25000 or more	Ind,near dem	Catholic	Not applicable	4
2000	Widowed	71	White	Don't know	Independent	Protestant	Episcopal	NA
2000	Separated	61	White	$25000 or more	Strong republican	Protestant	Other	1
2000	Never married	53	White	$25000 or more	Strong democrat	None	Not applicable	2
2000	Divorced	32	White	$25000 or more	Not str democrat	None	Not applicable	1
2000	Married	76	White	Not applicable	Ind,near rep	Protestant	United methodist	NA
2000	Married	39	White	Refused	Strong republican	Protestant	Other	NA
2000	Married	34	White	$25000 or more	Ind,near dem	Catholic	Not applicable	1
2000	Separated	38	White	$25000 or more	Independent	Catholic	Not applicable	1
2000	Never married	75	White	Not applicable	Not str republican	Catholic	Not applicable	NA
2000	Married	29	White	$25000 or more	Independent	Catholic	Not applicable	2
2000	Divorced	48	White	$25000 or more	Strong republican	Protestant	Other	2
2000	Never married	83	White	Not applicable	Strong democrat	Catholic	Not applicable	2
2000	Never married	32	White	Not applicable	Not str democrat	Catholic	Not applicable	2
2000	Married	59	White	Refused	Ind,near dem	Catholic	Not applicable	NA
2000	Divorced	45	White	$25000 or more	Ind,near dem	Protestant	Am baptist asso	NA
2000	Married	27	White	$25000 or more	Ind,near dem	Catholic	Not applicable	3
2000	Never married	49	White	$20000 - 24999	Ind,near rep	Catholic	Not applicable	5
2000	Married	33	White	$25000 or more	Not str democrat	Catholic	Not applicable	3
2000	Married	43	White	Don't know	Independent	Catholic	Not applicable	NA
2000	Widowed	79	White	Not applicable	Strong democrat	Catholic	Not applicable	3
2000	Widowed	89	White	Not applicable	Independent	Catholic	Not applicable	2
2000	Never married	40	Black	$25000 or more	Strong democrat	Protestant	Baptist-dk which	NA
2000	Never married	40	Black	$25000 or more	Strong democrat	Catholic	Not applicable	3
2000	Divorced	44	Black	$25000 or more	Strong democrat	Protestant	Nat bapt conv of am	3
2000	Married	37	White	$25000 or more	Not str democrat	Protestant	Am baptist asso	3
2000	Divorced	48	Black	$10000 - 14999	Not str democrat	Protestant	Nat bapt conv of am	3
2000	Divorced	61	Black	Refused	Not str democrat	Catholic	Not applicable	NA
2000	Never married	53	Black	$25000 or more	Strong democrat	Protestant	Nat bapt conv of am	2
2000	Married	55	Black	$25000 or more	Independent	Protestant	Other	NA
2000	Never married	39	Black	Not applicable	Strong democrat	Protestant	Am baptist asso	2
2000	Divorced	60	White	Not applicable	Strong democrat	Catholic	Not applicable	NA
2000	Never married	41	Black	Not applicable	Not str democrat	Protestant	Southern baptist	6
2000	Married	39	White	$25000 or more	Not str republican	Protestant	Presbyterian c in us	2
2000	Married	63	White	Not applicable	Independent	Protestant	Southern baptist	6
2000	Separated	24	Black	$20000 - 24999	Independent	Catholic	Not applicable	NA
2000	Married	51	Black	$25000 or more	Independent	Protestant	Other	5
2000	Never married	24	White	$25000 or more	Ind,near rep	Protestant	Southern baptist	2
2000	Never married	47	White	$25000 or more	Ind,near rep	Catholic	Not applicable	0
2000	Divorced	67	White	Not applicable	Strong republican	Protestant	Evangelical luth	NA
2000	Married	49	White	Not applicable	Ind,near rep	Catholic	Not applicable	NA
2000	Divorced	41	White	$25000 or more	Not str democrat	Protestant	No denomination	1
2000	Divorced	48	Black	$25000 or more	Strong democrat	Protestant	Baptist-dk which	NA
2000	Never married	29	White	$25000 or more	Ind,near dem	Protestant	Other presbyterian	NA
2000	Separated	42	Black	$25000 or more	Strong democrat	Protestant	No denomination	1
2000	Widowed	85	White	Not applicable	Not str republican	Protestant	United methodist	NA
2000	Never married	50	Black	Refused	Not str democrat	Protestant	Baptist-dk which	4
2000	Married	37	White	Refused	Strong republican	Catholic	Not applicable	5
2000	Married	40	Black	No answer	Strong democrat	Protestant	Other	NA
2000	Divorced	36	Black	$10000 - 14999	Strong democrat	Protestant	Southern baptist	NA
2000	Divorced	45	Black	$25000 or more	Strong democrat	Protestant	Southern baptist	5
2000	Never married	53	Black	$3000 to 3999	Independent	Protestant	Southern baptist	NA
2000	Widowed	89	Black	Not applicable	Strong democrat	Protestant	Afr meth episcopal	NA
2000	Married	74	Black	Not applicable	Not str democrat	Protestant	Southern baptist	2
2000	Never married	43	Black	$8000 to 9999	Strong democrat	Protestant	Afr meth episcopal	6
2000	Widowed	84	White	Not applicable	Not str democrat	Protestant	Other	2
2000	Widowed	31	Black	$15000 - 19999	Not str republican	Protestant	Other	1
2000	Married	33	White	$25000 or more	Not str republican	Protestant	Southern baptist	NA
2000	Married	47	Black	Not applicable	Strong democrat	Protestant	Southern baptist	NA
2000	Widowed	67	White	Not applicable	Not str republican	Protestant	Other	0
2000	Widowed	89	White	Not applicable	Strong democrat	Protestant	United methodist	5
2000	Divorced	50	White	$25000 or more	Independent	Protestant	Southern baptist	NA
2000	Separated	48	Black	Not applicable	Ind,near dem	Protestant	Southern baptist	NA
2000	Widowed	59	Black	Not applicable	Not str democrat	Protestant	Southern baptist	1
2000	Married	50	Black	Not applicable	Strong democrat	Protestant	Southern baptist	NA
2000	Married	54	White	$15000 - 19999	Strong republican	Protestant	Southern baptist	6
2000	Never married	37	White	$20000 - 24999	Not str democrat	Protestant	Other	2
2000	Married	56	White	Not applicable	Ind,near dem	Protestant	Other	1
2000	Widowed	64	White	Not applicable	Not str democrat	Protestant	Southern baptist	3
2000	Married	54	White	Not applicable	Strong democrat	Protestant	Southern baptist	4
2000	Divorced	49	White	Not applicable	Not str democrat	Protestant	No denomination	NA
2000	Married	39	White	$10000 - 14999	Not str democrat	Catholic	Not applicable	3
2000	Never married	41	White	Refused	Ind,near dem	None	Not applicable	2
2000	Married	34	White	$25000 or more	Strong republican	None	Not applicable	1
2000	Married	47	White	$10000 - 14999	Strong democrat	Protestant	Other	NA
2000	Never married	27	White	$25000 or more	Not str democrat	None	Not applicable	1
2000	Married	27	White	$4000 to 4999	Strong republican	Protestant	Other baptists	0
2000	Divorced	49	White	$25000 or more	Ind,near rep	Protestant	United methodist	NA
2000	Never married	44	White	$25000 or more	Not str democrat	None	Not applicable	2
2000	Never married	19	White	$1000 to 2999	Not str republican	Catholic	Not applicable	2
2000	Divorced	74	White	Not applicable	Not str democrat	Catholic	Not applicable	5
2000	Never married	41	White	$25000 or more	Strong republican	None	Not applicable	NA
2000	Never married	27	White	Lt $1000	Ind,near dem	None	Not applicable	NA
2000	Married	32	White	$25000 or more	Ind,near dem	Protestant	United methodist	3
2000	Married	40	White	$25000 or more	Not str republican	Protestant	Other	NA
2000	Widowed	68	White	Not applicable	Strong democrat	Protestant	Other	0
2000	Married	64	White	$20000 - 24999	Strong republican	Catholic	Not applicable	4
2000	Married	36	White	Not applicable	Strong republican	Catholic	Not applicable	NA
2000	Never married	20	White	$1000 to 2999	Not str republican	Catholic	Not applicable	1
2000	Never married	45	White	$15000 - 19999	Strong democrat	Protestant	Other	4
2000	Married	43	White	$25000 or more	Strong republican	Protestant	Other	3
2000	Married	77	White	$15000 - 19999	Strong democrat	Protestant	Am baptist asso	NA
2000	Married	65	White	$25000 or more	Strong republican	Protestant	Other	2
2000	Married	56	White	$25000 or more	Not str republican	Protestant	Other	NA
2000	Widowed	79	White	Not applicable	Ind,near dem	Protestant	Other	4
2000	Married	87	White	Not applicable	Not str republican	Protestant	Other	NA
2000	Married	76	White	Not applicable	Strong democrat	None	Not applicable	NA
2000	Never married	54	White	$10000 - 14999	Strong democrat	Catholic	Not applicable	NA
2000	Divorced	29	White	$25000 or more	Strong democrat	Protestant	Other	0
2000	Never married	48	White	$25000 or more	Ind,near dem	Protestant	Am lutheran	3
2000	Married	24	White	$10000 - 14999	Strong republican	Protestant	No denomination	2
2000	Never married	21	White	$25000 or more	Independent	Protestant	Lutheran-mo synod	4
2000	Divorced	45	White	Not applicable	Ind,near rep	Protestant	No denomination	7
2000	Never married	23	White	$20000 - 24999	Independent	Protestant	Am lutheran	NA
2000	Married	25	White	$10000 - 14999	Independent	None	Not applicable	NA
2000	Married	25	White	Not applicable	Ind,near rep	None	Not applicable	1
2000	Widowed	85	White	Not applicable	Not str democrat	Catholic	Not applicable	6
2000	Married	60	White	Not applicable	Not str democrat	Catholic	Not applicable	2
2000	Married	51	White	$20000 - 24999	Ind,near dem	Protestant	No denomination	1
2000	Married	44	White	$25000 or more	Independent	Catholic	Not applicable	1
2000	Divorced	43	White	$25000 or more	Strong republican	Catholic	Not applicable	0
2000	Married	38	White	$25000 or more	Strong republican	Protestant	Am baptist asso	3
2000	Never married	33	White	$25000 or more	Ind,near dem	Protestant	Episcopal	1
2000	Never married	27	White	$25000 or more	Ind,near rep	Protestant	Presbyterian-dk wh	NA
2000	Married	61	White	$25000 or more	Ind,near rep	Protestant	Am baptist asso	4
2000	Never married	44	White	$15000 - 19999	Ind,near rep	Catholic	Not applicable	1
2000	Married	50	White	$8000 to 9999	Independent	Catholic	Not applicable	4
2000	Married	55	White	$25000 or more	Not str democrat	Protestant	Lutheran-mo synod	2
2000	Married	73	White	Refused	Independent	Protestant	Other	NA
2000	Divorced	43	White	$25000 or more	Not str democrat	Protestant	Other	NA
2000	Married	24	White	$5000 to 5999	Independent	Protestant	No denomination	NA
2000	Married	49	White	$10000 - 14999	Independent	None	Not applicable	1
2000	Married	31	White	Not applicable	Strong republican	Protestant	Other	0
2000	Married	35	White	$25000 or more	Strong republican	Protestant	Other	NA
2000	Never married	25	White	$4000 to 4999	Independent	None	Not applicable	1
2000	Married	46	White	$25000 or more	Strong republican	None	Not applicable	NA
2000	Married	67	White	Not applicable	Independent	None	Not applicable	NA
2000	Widowed	73	White	Not applicable	Not str republican	Protestant	Baptist-dk which	2
2000	Married	82	White	Not applicable	Not str democrat	Catholic	Not applicable	7
2000	Married	64	White	Not applicable	Ind,near rep	Catholic	Not applicable	2
2000	Divorced	35	White	$6000 to 6999	Strong democrat	Catholic	Not applicable	4
2000	Never married	24	White	$10000 - 14999	Independent	None	Not applicable	1
2000	Divorced	55	White	$25000 or more	Strong democrat	Protestant	United methodist	4
2000	Married	69	White	Not applicable	Independent	Protestant	Episcopal	2
2000	Married	60	White	Lt $1000	Not str democrat	Protestant	United methodist	NA
2000	Married	30	White	$15000 - 19999	Ind,near dem	Protestant	Other baptists	2
2000	Married	43	White	Not applicable	Not str democrat	Protestant	Other baptists	4
2000	Married	81	White	$20000 - 24999	Strong democrat	Catholic	Not applicable	4
2000	Widowed	81	White	Lt $1000	Not str democrat	Catholic	Not applicable	NA
2000	Married	76	White	Not applicable	Independent	Protestant	Baptist-dk which	10
2000	Married	59	White	$20000 - 24999	Not str democrat	Catholic	Not applicable	4
2000	Married	68	White	Not applicable	Independent	Protestant	Lutheran-mo synod	1
2000	Married	52	White	Not applicable	Not str democrat	Catholic	Not applicable	NA
2000	Married	30	White	$25000 or more	Strong republican	Protestant	Baptist-dk which	1
2000	Married	52	White	$25000 or more	Strong democrat	Protestant	No answer	3
2000	Never married	20	White	Not applicable	Independent	None	Not applicable	1
2000	Widowed	34	White	$25000 or more	Not str republican	Protestant	Other	1
2000	Married	25	White	$7000 to 7999	Independent	Protestant	Baptist-dk which	3
2000	Married	50	White	Not applicable	Ind,near rep	Protestant	Other presbyterian	0
2000	Married	32	White	$25000 or more	Independent	Protestant	Southern baptist	3
2000	Divorced	45	White	$25000 or more	Not str democrat	Protestant	Southern baptist	NA
2000	Divorced	27	White	$20000 - 24999	Not str republican	Protestant	Other	NA
2000	Married	59	White	$25000 or more	Ind,near rep	Protestant	Southern baptist	NA
2000	Married	49	White	$25000 or more	Not str republican	Protestant	United methodist	2
2000	Married	40	White	Not applicable	Not str democrat	Protestant	United methodist	3
2000	Never married	19	White	$1000 to 2999	Not str republican	Protestant	No denomination	6
2000	Married	75	White	Not applicable	Not str democrat	Protestant	United methodist	1
2000	Divorced	79	White	Not applicable	Not str democrat	Protestant	Southern baptist	5
2000	Married	50	White	$20000 - 24999	Not str republican	Protestant	Other	NA
2000	Married	62	White	Refused	Ind,near rep	Protestant	Southern baptist	4
2000	Married	65	White	Not applicable	Independent	Protestant	Southern baptist	NA
2000	Married	72	White	Refused	Not str democrat	Protestant	United methodist	4
2000	Married	50	White	$10000 - 14999	Independent	Protestant	United methodist	0
2000	Never married	25	White	$20000 - 24999	Not str democrat	Protestant	United methodist	NA
2000	Married	39	White	Refused	Not str republican	None	Not applicable	12
2000	Married	82	White	Not applicable	Strong republican	Protestant	United methodist	1
2000	Married	42	White	$6000 to 6999	Ind,near dem	Protestant	United methodist	4
2000	Married	63	White	$25000 or more	Strong democrat	Protestant	United pres ch in us	NA
2000	Married	19	White	Not applicable	Independent	Protestant	Other lutheran	NA
2000	Married	36	White	$25000 or more	Not str democrat	Catholic	Not applicable	2
2000	Never married	48	White	$8000 to 9999	Independent	Protestant	United methodist	NA
2000	Widowed	35	White	$15000 - 19999	Independent	None	Not applicable	NA
