gene,log2FC,pvalue
CA11,0.501483771,0.013194234
ISOC2,0.069842256,0.601873035
U2AF2,0.23074936,0.025441454
EPN1,-0.18372548,0.031496012
MED29,-0.073947561,0.399323185
ZNF275,-0.351912487,0.001794245
LOC105373378,-0.351912487,0.001794245
MTMR1,0.005007347,0.959112
GPC1,0.414462546,0.000962486
ADCK1,0.159240885,0.416701685
HAGH,-0.259577997,0.03090923
RNF4,-0.03177771,0.719825237
CASP8,0.193911728,0.138574459
LIMCH1,0.010803324,0.948688179
INTS13,0.01540497,0.895289895
TM7SF3,-0.814113608,2.00E-08
SPA17,0.063724583,0.764709725
TSPAN32,1.62031539,0.000763487
CCN5,0.95280155,3.24E-14
ST3GAL6,0.565593375,0.105504362
ATP2C2,-0.85775144,0.509277603
NGFR,-0.339701313,0.839938368
CDON,1.589211452,7.95E-11
TAF2,-0.075150107,0.451086528
HIPK2,-0.587753986,1.72E-11
TNPO3,0.085740501,0.328547725
RFXANK,-0.011527188,0.932426857
TMEM161A,-0.107668159,0.439160376
LPAR2,0.112845013,0.710509012
CTSA,0.274652004,0.00018934
SUGP2,0.138856567,0.180766258
SLC12A2,-0.04394397,0.739150903
SNX24,-0.546532905,3.66E-05
EYA2,-0.080836645,0.679908479
CNN2,-0.771131187,3.14E-12
ABCA7,0.806284657,8.15E-06
SNCAIP,1.511246414,1.90E-05
DDX20,-0.306399646,0.014224756
BTBD1,-0.129075069,0.111083012
FAR2,-0.38982063,0.010977552
BCAS1,2.2446217,0.03887703
CHI3L2,0.048333,0.719394253
SBNO2,-0.28700547,0.007698891
PMS1,-0.532141336,9.40E-05
HMG20B,-0.207179718,0.031380587
CALCRL,0.606851904,0.05353543
TAF11,-0.060238451,0.712476932
ANKS1A,-0.147770844,0.164550617
AP3D1,0.021460299,0.784368499
ZNF76,0.082443356,0.463149073
SLC9A3R2,0.151289407,0.360829941
NTHL1,0.124524237,0.553966524
UHRF1BP1,0.12103936,0.324568444
GNAI3,-0.102726597,0.320086289
IPO5,0.137485328,0.121979391
OAT,-0.05934746,0.449618117
WDR3,-0.056821027,0.633392399
PKN2,-0.077034832,0.395794719
WDR18,-0.237661712,0.151084164
TRAM2,-0.206453507,0.005462087
NTN1,-0.533102878,2.36E-10
GLP2R,-0.027420094,0.982014052
MCM10,0.434462872,0.532048083
DGKA,0.081655377,0.393581992
ERBB3,-0.38991753,0.386630803
ANKRD44,0.109510892,0.582015847
KARS,-0.085829347,0.354503699
ADAT1,0.234084882,0.106080477
PDIA5,0.160448815,0.114285852
TBC1D22B,0.411743989,0.002061848
NDUFB4,0.237525465,0.013146556
SPEN,-0.655884012,9.39E-09
MYLK,-0.051649383,0.544941957
ZC3H15,0.113663656,0.275237703
MAP2K4,-0.119470711,0.288900304
TMEM206,0.210165417,0.321148905
SLK,-0.117647947,0.205298215
CYB5R4,0.104321824,0.42386115
COL17A1,0.5223752,0.723982026
GSTO2,-0.042792587,0.880831634
SEC61A2,0.457358995,0.008867958
TLE2,-0.769387444,1.54E-06
ASB1,-0.310338276,0.000889423
FAM107B,0.989233466,2.76E-16
ME1,0.644776792,2.41E-06
TBC1D1,-0.577327794,7.95E-08
CDK13,-0.143501749,0.118207416
MTHFD2,-0.198997589,0.313545766
SLC9A7,0.443943525,0.004653684
FOXJ2,-0.030461987,0.766519658
YBX1,0.071048136,0.343967041
PDE4A,-0.220228,0.023890285
PPP2R5A,-0.243986794,0.068899543
ELAVL1,-0.055755125,0.555468668
DIP2B,0.228004179,0.03982402
SMARCD1,-0.03799843,0.727748997
KDM4A,0.288823398,0.002056656
NFYC,0.297831844,0.011626698
ZMYND12,0.426996883,0.38549981
SLC9A3,0.191547669,0.575262397
NGEF,-0.086822135,0.951052929
ASPM,0.594811867,0.00218619
ELOVL1,-0.526667828,1.22E-08
ZNRD1,0.213736771,0.432227076
MPPED2,1.105048078,0.141572624
CLDN18,0.238817286,0.657272281
ZBTB11,0.308909512,0.017694052
ATXN3,0.057028173,0.696957382
GOLGA5,-0.011720488,0.892583125
FGFR2,2.148077152,2.65E-06
LRRC40,0.001559981,0.990951949
ISOC1,0.007505447,0.953670433
EML1,-0.085084508,0.381407893
TRMT11,0.149260852,0.298842375
THUMPD1,0.030045735,0.758328279
MSANTD3,0.665230062,1.37E-08
KIF26A,0.891257512,0.490537609
ATG2B,0.157484512,0.080406803
ARFGEF1,-0.083022732,0.370213893
ZFAT,0.429571638,0.0068976
MTFR1,-0.382268793,0.00624219
STAG3,-0.040983018,0.820478835
FECH,0.074437821,0.505571584
MYO9A,-0.115734258,0.200438567
DDX3Y,-0.07299484,0.610238061
PFKP,0.06709873,0.839434621
IDI1,-0.020463028,0.874148623
SP100,-0.010016944,0.920326789
KLF6,-1.089502666,1.06E-16
PLPP1,0.939390722,5.24E-09
NEO1,0.269658993,0.007011621
TRAM1,-0.60744814,4.87E-11
PHKA1,-0.882498851,1.32E-07
TNFRSF1A,-0.078677416,0.420990385
CACNB1,-0.207518516,0.226440785
EVI5,-0.224882321,0.036489777
STOML1,0.340149512,0.014082469
PKM,0.363752832,0.000124607
DHX29,0.027217177,0.773686755
DNTTIP2,-0.094421912,0.355786775
METTL22,-0.083998718,0.522248264
TP53BP1,0.759428808,5.98E-18
TRO,0.751600768,3.57E-10
RRP15,-0.142971369,0.317415476
RHOA,-0.134009112,0.062750001
DHX8,-0.029105711,0.769994865
PMS2P4,0.212259436,0.594551471
PRKCZ,-0.130486937,0.836985148
ZFY,-0.2900674,0.094893028
IARS2,-0.123551019,0.172439915
SYT1,-0.016196773,0.979350422
NAV3,-2.094438956,2.90E-05
IDH3G,0.090783826,0.384969028
ROGDI,-0.019828798,0.897648204
PDZD4,0.37586537,0.415249736
ATP2B3,2.838944627,0.050693356
ROCK1,-0.574254865,4.81E-11
CBFB,-0.451586636,0.001418177
PDK3,-0.336440804,0.22946929
HYAL2,0.2467419,0.029114875
HDAC4,-0.101242963,0.372916663
RASSF1,-0.453751953,1.12E-05
FGFR3,-0.42074519,0.468971906
IFI35,-0.262509688,0.041564279
HEATR6,0.100987771,0.448270743
COASY,-0.247241987,0.013957148
PLEKHH3,0.113168554,0.44841212
MEF2A,-0.529082765,9.50E-09
OTUD5,-0.17580727,0.049491815
TFE3,0.103943316,0.3083308
TBC1D25,0.050213541,0.712241699
ACSL4,0.340013802,1.92E-05
INPP5A,-1.381142849,9.88E-46
GPKOW,-0.021925674,0.866933062
GRIPAP1,0.034770034,0.759273106
FTSJ1,-0.022776517,0.866782588
PRR11,0.239861905,0.279657498
ATP11A,0.0236523,0.838881543
POLR1A,-0.179056838,0.10500605
LAPTM4A,0.235143486,0.002128763
TTC7A,0.051303339,0.600131559
IP6K2,0.314227333,0.014478784
SRBD1,0.577755909,9.53E-05
KIF2A,0.093159689,0.417324387
RASGRP2,-2.019771742,2.48E-14
PSME4,-0.186700132,0.081604213
IFT80,0.310542638,0.01400945
SIRT2,0.118125364,0.265721305
ERLEC1,-0.192929559,0.01642435
PPP2R5B,-0.138596383,0.290484985
PYGM,0.822110329,0.069017087
PITX1,0.450715948,0.06346512
MAST4,0.756283543,3.14E-09
ADGRF5,-0.826746368,0.473233283
SDK2,0.580580561,0.28106814
NUP133,-0.15066651,0.119504605
NUCKS1,0.257657498,0.008482585
VPS35,0.197218296,0.011329458
DNAJA2,-0.098035395,0.328331888
BCL3,0.599278639,0.000372787
KCNAB2,-0.23622678,0.113831128
ABCC9,-1.057149662,1.03E-26
GAL,0.99498329,0.226710514
CLEC2D,-0.222504948,0.41928649
FUNDC1,-0.164296817,0.306281971
MAOB,-1.32539044,0.001847494
RORA,-0.470545256,2.98E-05
DRD4,-0.462613432,0.539046347
TGFBR3,-0.112520908,0.506718766
PLA2G10,-0.408467536,0.660904056
HES2,2.971987998,0.050793095
ATP1B3,-0.152763321,0.137228026
NEDD4,-0.257574575,0.020790501
PIGB,-0.032887026,0.832676329
MAPK6,0.157574142,0.092045954
GNB5,0.014066308,0.901058975
RAB27A,-0.21544702,0.121836121
HDHD5,-0.592814836,0.001339322
UFD1,-0.171182271,0.12035542
LRP6,0.461485343,3.39E-07
GUCY2C,-0.23854642,0.823304175
SCT,-0.323397303,0.786689167
PHRF1,-0.201608506,0.048770349
ELP1,-0.055151581,0.587110558
NUCB2,0.455034615,1.00E-07
PFN2,0.32129212,0.000479058
PTPN3,-0.707259189,0.002271659
SPTB,0.092862065,0.890787455
FGF10,1.260392995,8.10E-10
SLC44A1,-0.318285475,0.002991822
TMEM260,0.253089971,0.047665298
SMG6,0.305256802,0.000511947
EXOC5,0.012552034,0.889209236
CLTCL1,-0.559642389,0.000133238
FGF22,-3.004789826,0.000955734
FSTL3,-1.815539742,2.34E-57
DGCR2,-0.070237597,0.51432774
RNF126,-0.328521276,0.011137508
MNT,-0.121884719,0.303619867
ZXDC,-0.322499618,0.00812416
JMJD6,-0.470776869,0.000711891
POLB,0.318195873,0.100334329
WIPI1,-0.943485901,6.68E-13
GBA2,-0.437716928,1.16E-05
NDST1,-0.279926006,0.02412226
ASNS,0.967980477,5.85E-13
AP3M2,0.440807505,0.000701638
ST6GALNAC2,-0.243440991,0.659731749
PABPC1,0.066462728,0.448914087
TESK2,0.49548985,0.017618606
CFAP20,0.205596214,0.114241641
CSNK2A2,0.143634108,0.140574682
PTPN21,-0.147903907,0.113151325
EIF2B3,0.100277567,0.472215769
CAMK2A,2.313513217,4.31E-07
TCOF1,0.153002118,0.228250897
CDC42,-0.091215511,0.260614959
OSBPL3,1.102745751,9.36E-19
RAD18,-0.216100316,0.199909667
ATP2B1,-0.451759108,0.00093095
NCK2,-0.16726024,0.147462162
MAP4K4,0.129412357,0.096649643
MGAT4A,-0.081228401,0.911802625
RPL31,-0.037320357,0.632419292
WDR1,-0.825004934,3.03E-10
SNX13,0.086350734,0.329060713
ARHGAP10,-0.456489437,9.10E-05
RPS6KA2,-0.924198388,1.59E-22
ING3,0.102600102,0.563992476
VASH1,0.101527807,0.503763987
LMCD1,-1.605299662,1.07E-37
BUD23,0.064613548,0.530137305
SEL1L,-0.197567705,0.045899968
TRIP13,0.109307541,0.695682881
ATP6AP1,-0.02093924,0.835090269
TCF3,0.47151407,5.16E-07
TRIB2,0.408521449,0.038519821
DAZAP1,-0.216748893,0.026256236
MBD3,0.118222127,0.238407954
HLTF,0.24515227,0.019405808
FAM50A,-0.271858434,0.006278724
FAM3A,-0.236216424,0.02920958
CPSF1,-0.007621141,0.93485472
MYO3B,0.407057028,0.477187467
CYBRD1,-0.213014233,0.011363727
PDCD2,-0.093351939,0.355112213
SLC6A15,0.612666169,0.072670098
RDH11,-0.079227112,0.424390202
PRKACA,0.143407908,0.089074062
ADGRL1,0.382216314,0.005724698
ACTN1,-0.393969816,0.007042083
ZFYVE26,0.395785354,3.36E-05
RPS6KA6,0.324656312,0.067328563
EPN2,-0.388256503,0.001964287
PTPN18,-0.466070163,0.000374425
LIMS2,-1.360216759,9.16E-15
SPEG,0.53491309,2.11E-05
LNX1,-0.431171745,0.016239189
ALDH3A2,0.979634723,4.80E-11
TFRC,-0.192819313,0.048950917
SREBF1,0.698834745,6.40E-09
TRPC5,1.309223528,0.284714313
AFF4,0.03129124,0.697911976
UBE2D1,-0.14674028,0.210622737
MPP5,0.183070678,0.05637932
RHOBTB1,-0.080718351,0.443929746
SMC1A,0.166396353,0.062534791
HSD17B10,-0.232357417,0.049366112
MARK2,0.061043087,0.59210543
HMMR,-1.560193367,1.08E-06
CHFR,-0.111124474,0.347141415
TRHDE,-0.147526379,0.229781434
P4HA2,0.360216516,4.56E-06
NFATC3,-0.023015401,0.86974845
TRNT1,-0.106687638,0.414595285
ACADVL,0.04678754,0.620052981
STK10,-0.213457385,0.095387875
FBXW11,-0.02873669,0.76247844
ACAP1,0.282961431,0.294803647
CRMP1,0.264149033,0.032605373
EVC,0.170316854,0.080758836
DERL2,0.009792095,0.928879872
SIDT1,1.000774759,0.346831714
NDE1,-0.323075592,0.020887974
MRVI1,-0.401467739,0.01427468
TMEM38A,0.092589797,0.71942211
AP1M1,-1.085523363,1.66E-28
PVR,0.312030541,0.305799711
XRCC1,0.107769102,0.421576516
SCARB1,0.624201684,9.12E-05
MCM2,0.657182519,0.000295013
MOV10L1,0.944021661,1.52E-05
PANX2,0.517296094,0.035590739
SELENOO,-0.470096206,9.63E-05
ALPK1,0.367673119,0.000854861
LLGL2,-1.817561766,0.312949615
PDE8A,-0.043619797,0.701197243
CLCN4,-0.399543179,0.00464911
NLE1,0.517439399,0.000476967
SDHA,-0.031362785,0.709147511
SMARCE1,0.225283757,0.018599138
FNDC8,0.204495453,0.893742479
GSDMB,0.263247477,0.113142216
KDM5A,-0.058052743,0.559607928
ADAM11,0.641344749,0.053965835
PPP2R3A,0.275083918,0.008288524
FERMT2,-0.620352683,5.22E-10
PTGS2,1.371622938,0.00015726
IGF2BP2,-0.791392488,4.61E-15
MAP3K13,-0.176735072,0.205769911
ST6GAL1,0.35766049,0.343006785
FRY,-0.438799309,0.177916
PICALM,-0.263981462,0.002179816
NSF,0.044671212,0.633354186
GLI2,0.914907162,1.71E-09
CLASP1,-0.204849621,0.038640898
MRPS34,-0.041684342,0.720383815
NOTCH3,-0.575813845,3.68E-09
CLNS1A,0.238749006,0.007386237
PPP2R2C,-0.645523011,0.314474281
TEAD2,0.71802389,9.27E-08
EED,0.048955784,0.747659291
CDHR2,0.556251578,0.49644226
TSG101,-0.403675648,4.85E-05
NCBP3,0.05404353,0.63818573
ATP2A3,-0.166742057,0.514357341
CA12,0.791652332,1.12E-13
MGLL,-0.436978402,0.004171495
NTN4,-1.004053178,1.15E-09
BCS1L,-0.089454792,0.476060575
NUAK1,-1.361103479,2.08E-19
DPP8,-0.171649614,0.050982312
SLC24A1,-0.120432156,0.285527879
ZNF532,0.104038881,0.270883477
SCARF1,-1.30065504,0.000274278
LMAN1,0.209755632,0.015995845
HACD3,0.175403676,0.034780827
IPCEF1,0.01440357,0.975502605
ZZEF1,-0.091837751,0.311985123
ENO1,-0.258151958,0.385093804
SLC12A1,0.754961577,0.34142415
MYDGF,-0.187168379,0.049307983
ANO8,0.361039883,0.037173441
TUBE1,0.711993278,1.09E-07
ARHGEF10L,-0.143799903,0.185777279
TXK,1.333669706,0.386472619
TACR2,0.310323744,0.670861665
ACTR6,-0.056024277,0.69695922
TIPIN,0.277664822,0.234384413
SRI,-0.479561016,2.86E-06
EIF4G3,0.203194159,0.019175066
NUP37,0.218049249,0.100284905
SEMA3A,1.207587029,5.65E-19
GTSE1,-0.342788087,0.577103112
SEMA3C,0.114040781,0.412900326
TTC38,-0.351509746,0.001837102
ACAT1,-0.173517285,0.124374789
GRAMD4,1.170441221,1.77E-13
CELSR1,1.646894792,0.035744257
ZNF638,-0.0206585,0.819063161
SLC25A40,0.193158269,0.24776083
TIMM21,0.167217302,0.208136254
RASAL2,-0.517750466,9.61E-06
VPS9D1,-0.134690739,0.231502297
ZNF37A,-0.029732236,0.791104638
MARK3,0.118986265,0.18535232
SLC25A3,-0.221780915,0.00294431
FNDC3B,-0.700719167,5.04E-13
FOSL2,-0.276091123,0.011900464
FRYL,-0.355460488,0.001486076
TMEM131,0.227045005,0.009192365
FSCN1,0.502579909,4.40E-05
ACTB,-0.888354207,0.001353651
MOCOS,0.170554157,0.290252414
PLD1,0.563733402,0.000640275
WDR62,0.05753481,0.897576764
DLG1,-0.088593718,0.386584565
RAB7A,-0.049041491,0.49453455
BCAP29,-0.268834268,0.022888729
SEC31B,-0.04263776,0.799083041
SART3,0.02592948,0.781111394
TUBA3D,0.497749989,0.533778699
EXOSC7,-0.169421669,0.160123498
KIFAP3,0.313402897,0.013389305
MKRN2,-0.4896085,2.16E-06
MCM6,0.104168859,0.458553098
REXO2,0.01521856,0.865526398
RBM7,0.072036034,0.562298209
RBMS2,0.053307221,0.662523437
BAZ2A,-0.091591084,0.328511677
PTPN23,-0.003207273,0.969982398
MLH1,0.335470111,0.001615259
UNG,0.252218069,0.048379565
FMO4,0.037742019,0.836488164
KLHL20,0.211702012,0.094097894
RGS11,-0.516528816,0.000875131
SLC46A1,0.199369711,0.557092487
PLXNA2,0.506984117,0.005944652
SPAG5,0.458656763,0.121345463
ANKRD13A,-0.688552123,1.15E-18
ACACB,-0.347251496,0.007348708
TRAF4,0.511552816,0.000759297
PAG1,0.444299688,0.045443842
GPATCH1,0.291367734,0.078777612
ICAM3,-0.348364545,0.048590108
NT5C2,-0.45833653,4.92E-05
MCAM,-0.889956336,0.002959001
GPC4,-0.987289251,1.22E-09
MBNL3,0.388498862,0.066083235
RAP1GAP,-0.320309223,0.641606386
XAB2,-0.001368033,0.99019268
ARHGEF1,-0.346388119,0.000949248
LOC100505585,-0.346388119,0.000949248
STXBP2,-0.274064473,0.487649861
MAP2K7,0.016416511,0.868382751
DGKD,-0.249109479,0.081245884
CTTNBP2,1.048696368,4.19E-14
RARB,0.468357132,0.062671494
TOP2B,0.020018674,0.803433392
TM9SF3,-0.237892732,0.011126154
NFKB2,-0.162343219,0.113778753
UBE2T,0.312365554,0.257603134
PPP1R12B,-0.898031627,7.02E-14
DNAJC10,-0.020180089,0.818876037
GTF3C1,0.214085432,0.010008854
IL4R,-0.322344728,0.047536583
USP33,-0.885719317,3.02E-15
PAK3,1.209253563,3.09E-07
CAPN6,0.463874867,0.746842388
SNRPA,0.327246815,0.008087256
EXOSC5,-0.132960766,0.565864322
DYNC1I2,-0.005204328,0.947748326
APBB1IP,0.132519579,0.344342926
LRCH4,0.108299826,0.37365259
FAM76B,-0.232969242,0.067213889
SIRT6,-0.184551165,0.232939909
POLD3,0.200362356,0.092327058
ACTN2,-0.896202053,0.296971707
CAPZB,-0.269426674,0.000356621
GPR137B,-0.536205274,7.28E-05
NAALAD2,1.044357159,0.003294043
JADE1,-1.200321214,1.70E-32
SLC25A43,-0.477392032,1.21E-05
UBE2A,-0.13920581,0.118905588
FGFR1,-0.067106414,0.390407016
FKBP6,-0.08767774,0.822324993
SMC1B,0.553920719,0.593662017
FBLN1,0.000119934,0.998692679
ITGA8,-1.180238146,5.66E-12
MAP2,-0.833903213,1.35E-08
PIAS2,0.117071731,0.341148109
AMPH,-1.148800795,6.34E-11
ARAF,-0.054406558,0.587890003
MCCC1,-0.538812631,4.15E-05
LAMP3,0.713773056,0.320799034
FAP,-0.054449486,0.557801123
NEBL,-2.756742719,0.005143399
ACER3,-0.855015976,2.75E-10
UBE2K,-0.328503735,0.001165298
PIK3C3,-0.292775009,0.003519648
N4BP2,-0.407388506,0.002566566
TIGAR,0.177463999,0.258731262
TULP3,-0.00740214,0.943213437
SYNJ2,0.650471512,2.71E-06
ADCY2,0.407663769,0.396243584
PPP2R5C,0.001862218,0.983399439
GNB1,-0.177433483,0.019906655
EDN1,-0.104815607,0.833953763
MLLT10,-0.016719822,0.876688412
ZCWPW1,-0.051236993,0.76921966
ITM2A,-0.79007073,0.386105689
NRDC,-0.10779315,0.160175241
VDAC3,-0.039938827,0.661879099
PCM1,0.163677072,0.046195436
TNRC6C,0.068568115,0.625299067
CBFA2T2,0.57946019,4.20E-07
BRINP1,1.14151323,0.008739106
ITCH,-0.250197502,0.007773454
TP53INP2,-0.569157106,0.000226199
SDF4,-0.045676171,0.561772045
MYH7B,-0.57934348,0.08806368
TP73,0.417533851,0.658942153
TOLLIP,-0.046678683,0.624870346
UBE2D4,0.18174982,0.389186707
CLUL1,3.645940408,0.001139051
RUNX1T1,0.372381819,0.000230454
CDH17,-0.111061672,0.903978861
THOC1,0.332998027,0.011999118
FKBP7,0.343587375,0.000988342
OSBPL6,0.731400294,0.066035747
SLC1A3,0.376082246,0.232134818
XRCC5,-0.080211758,0.279954181
LXN,1.082590071,2.85E-10
SP140,0.1943662,0.607424963
MKNK1,-0.082725915,0.484411763
TNS1,0.254572921,0.005774482
REXO1,-0.338354315,0.007211692
SAR1A,-0.289730077,0.000974273
CDC14A,0.416165462,0.111883117
RAPGEF3,0.607605818,0.012698835
CEACAM1,-0.475863993,0.693674902
SENP1,-0.007428469,0.958688561
CIC,0.462207821,5.21E-07
LIPE,-1.113045858,0.004020146
FDFT1,-0.046924963,0.665150601
PAFAH1B3,1.036270973,4.13E-05
OPHN1,0.014991917,0.916895368
KIF22,0.201368487,0.246245636
CARMIL1,-1.146926233,6.33E-15
PGM1,-0.206124538,0.061298075
DDX1,-0.030391306,0.717931036
DNM2,-0.102553192,0.216637211
EPB41L2,0.280475662,0.008789869
RIMS1,-1.179540992,0.002421215
MOXD1,0.309078833,0.017017935
STX7,-0.46147101,3.04E-05
RABL2B,0.083090049,0.484741135
KEAP1,-0.08473954,0.410249027
DDX43,0.880544994,0.065145703
PTPRH,1.105950592,0.009816909
DCT,0.875534862,0.288310955
SLC35C2,-0.110981735,0.282712735
CRYBG3,0.631934874,7.46E-08
RFX3,0.052119702,0.776761061
RIF1,-0.11192912,0.197678874
RAB21,-0.19580665,0.06028078
SLC4A4,0.810439267,1.17E-06
SMARCA2,-0.186842214,0.047254533
SESN1,0.246799455,0.017062129
MID2,0.034428943,0.844503309
COL5A3,-0.907458418,4.24E-07
SRCAP,0.07785207,0.391137772
PUM3,-0.190771182,0.126133807
CNOT4,0.100712922,0.357137199
PSEN1,-0.510682614,6.23E-07
CPOX,-0.046657476,0.682394827
CLDND1,-0.50138271,3.67E-06
MOK,0.618978139,0.006562203
HSP90AA1,0.399619737,3.54E-07
RBL1,-0.01617397,0.932280904
DLGAP4,0.229758437,0.010394978
CROCCP3,0.500381592,0.007906352
NDC80,-0.229011841,0.468784703
AP4E1,0.005207051,0.967034218
RSBN1,-0.184429994,0.149409695
MAGI3,0.344305415,0.006463837
CXCL2,1.388078129,0.365258924
AFP,0.623129248,0.521686723
COL4A4,-1.912171484,1.28E-23
TCF7,0.519916153,0.049827496
OSTM1,-0.47497069,0.000143821
IMPG2,0.57121713,0.346366289
PCNP,0.018623958,0.832417227
EXD2,-0.201581806,0.090514461
ARG2,-0.720830009,0.240018066
MEF2C,0.598286119,0.004245275
UBA5,0.297431879,0.017631047
STK17B,-1.0718729,1.64E-11
CDC14B,-0.835111341,3.62E-17
ZNF510,0.343518128,0.008095298
ZNF506,0.322922684,0.080302566
JMJD4,0.330857156,0.179282624
DUSP12,0.334527222,0.035331551
AACS,0.182246755,0.155737099
DELE1,0.096086681,0.335889958
CADPS2,-1.326883086,4.19E-18
PCDHB4,-0.083880498,0.864057624
PCDHA6,0.111897903,0.905390493
PCDHGA2,0.083288986,0.596430087
HSPB11,-0.316860198,0.02523389
PHLPP1,0.144551994,0.329124572
ATP8B1,-0.21156774,0.206411922
IL12RB2,-1.78309787,0.117959814
SMARCD3,-0.065270616,0.522367216
WDR70,-0.035825165,0.763523087
FYB1,0.948547767,0.374047027
MPP4,-1.243021691,0.003263881
STRADB,-0.894253767,7.33E-13
BZW1,-0.306854409,0.000117974
PGR,0.328072074,0.685119551
C1QTNF3,-0.243288688,0.685468828
ME2,0.088708905,0.455429554
C5orf22,-0.342947784,0.004125631
CCNT2,-0.098739618,0.323798431
FAM135A,0.184842589,0.317044125
COL19A1,-1.328406135,0.534005554
EPB41L3,0.398890947,0.001447326
COBLL1,0.228967315,0.053014973
DLG3,0.661452822,7.92E-07
KCNK2,0.625646706,0.046134534
SERTAD4,0.91866056,0.114292647
TRAF5,-0.351975297,0.02452493
MRPL22,-0.027170454,0.860553072
GEMIN5,-0.209946436,0.090748626
NFE2L1,-0.259997517,0.002421426
GSK3B,0.007040877,0.936467946
ITGB5,-0.03360184,0.707075583
ERC1,-0.053250535,0.541696111
XPO1,0.148826387,0.079294948
LINC01587,-0.862449401,0.568168781
RNF13,-0.331467488,0.004632737
TRPM3,0.28578047,0.634853085
PALB2,0.250696623,0.091873787
DOP1A,0.625256155,2.12E-06
LYRM2,0.2258812,0.03951587
BCKDHB,-0.283516695,0.071070432
KAT6A,0.221565829,0.029485387
TUT7,-1.108500259,5.63E-21
ULK2,-1.138205701,1.52E-15
TNPO1,-0.123258832,0.146407769
PLOD1,0.114099747,0.293374937
P2RX5,-0.553978452,0.460197649
ITGAE,-0.326709675,0.034693688
DIS3,-0.313280096,0.001179587
PIBF1,-0.108906988,0.390223055
TDRD3,0.136510532,0.375799375
NUFIP1,0.119557177,0.544895567
PDS5B,0.185194538,0.049190911
OXCT1,-0.690164552,1.10E-10
RRAGB,-0.1242724,0.366181234
CYLD,0.195439896,0.058897396
SLC27A5,0.267954233,0.318843058
ZNF324,0.177590484,0.234083336
ZNF671,0.248033674,0.147939324
ZNF416,0.357141884,0.079012825
ZNF586,0.184807284,0.498654029
ZNF446,0.106323315,0.55923359
ZNF264,-0.055590293,0.775949988
RPS5,0.046551493,0.645931912
FAT1,0.30332386,0.042489803
YTHDC1,0.086874449,0.326857428
CHMP2B,-0.105947644,0.350104086
SMAP2,0.113536055,0.381118989
PPIE,0.02681194,0.803541378
ZMPSTE24,-0.151065919,0.093454979
STARD7,-1.249814901,2.13E-21
NOA1,0.152049331,0.25146708
REST,-0.13711728,0.178632725
HAL,-1.556898023,0.362811714
SSH1,-0.091660328,0.430691043
GSTP1,0.079350402,0.382832904
APLP2,-0.079935261,0.320139622
FAM234B,-0.546085801,0.000370356
WBP11,0.000236108,0.998301131
EIF3I,-0.007995427,0.91842838
NKAIN1,-0.248478622,0.817894499
COL16A1,0.56572824,4.18E-08
TXLNA,-0.410622558,1.01E-07
APOB,-1.646561513,0.001724837
NCOA1,0.045684272,0.699813323
AGBL5,0.151656101,0.239972824
EFR3B,2.801739473,8.00E-05
KIF3C,0.027885443,0.800069153
RAB10,0.001968188,0.982726579
GCKR,0.181650482,0.838147127
