chr	start	end
Chr1	7984719	7984946
Chr1	7988936	7990102
Chr1	7997491	8003010
Chr1	8004080	8005216
Chr1	8016552	8019035
Chr1	8023787	8024935
Chr1	8030884	8031842
Chr1	8032638	8039690
Chr1	8040956	8041210
Chr1	8047368	8055694
Chr1	8057723	8057935
Chr1	8058784	8059983
Chr1	8060358	8060852
Chr1	8061858	8062908
Chr1	8064796	8069095
Chr1	8071122	8071833
Chr1	8084372	8087044
Chr1	8125667	8128193
Chr1	8130247	8131090
Chr1	8132697	8135454
Chr1	8146428	8148059
Chr1	8152630	8153685
Chr1	8159849	8161554
Chr1	8170309	8176392
Chr1	8175375	8177889
Chr1	8178899	8183108
Chr1	8190268	8190654
Chr1	8191077	8192462
Chr1	8193541	8194179
Chr1	8196003	8197164
Chr1	8201896	8202798
Chr1	8203765	8206969
Chr1	8212421	8215161
Chr1	8229362	8229903
Chr1	8234625	8235833
Chr1	8242626	8242898
Chr1	8247630	8248504
Chr1	8251639	8263539
Chr1	8267911	8269269
Chr1	8269588	8272646
Chr1	8273486	8273941
Chr1	8275474	8283966
Chr1	8284418	8289120
Chr1	8291337	8296221
Chr1	8297586	8302407
Chr1	8305547	8306555
Chr1	8329704	8334052
Chr1	8334519	8338574
Chr1	8339182	8339424
Chr1	8343761	8346041
Chr1	8347893	8351006
Chr1	8354456	8355040
Chr1	8359014	8362270
Chr1	8364052	8365711
Chr1	8367184	8375401
Chr1	8380053	8380586
Chr1	8382094	8387260
Chr1	8387587	8388859
Chr1	8394453	8395803
Chr1	8396498	8398622
Chr1	8401311	8402406
Chr1	8404247	8408377
Chr1	8413832	8419026
Chr1	8420923	8430280
Chr1	8444463	8447054
Chr1	8447460	8451535
Chr1	8455342	8456022
Chr1	8457959	8458710
Chr1	8471374	8471938
Chr1	8475499	8479870
Chr1	8486472	8489700
Chr1	8490582	8492348
Chr1	8496480	8496851
Chr1	8505035	8505685
Chr1	8515499	8518409
Chr1	8520987	8521554
Chr1	8522796	8524190
Chr1	8525171	8526154
Chr1	8527554	8528354
Chr1	8532212	8532919
Chr1	8535675	8537042
Chr1	8540621	8544588
Chr1	8545997	8546894
Chr1	8555286	8557176
Chr1	8560623	8569631
Chr1	8570841	8574555
Chr1	8577199	8577934
Chr1	8584817	8585369
Chr1	8586049	8586941
Chr1	8593788	8599448
Chr1	8627820	8629150
Chr1	8630317	8633592
Chr1	8636482	8637032
Chr1	8657064	8658466
Chr1	8659375	8664836
Chr1	8682929	8687581
Chr1	8691739	8699628
Chr1	8701159	8708630
Chr1	8715455	8716848
Chr1	8717853	8720898
Chr1	8732427	8734486
Chr1	8735984	8740559
Chr1	8745873	8746724
Chr1	8748053	8748478
Chr1	8751071	8755448
Chr1	8757514	8757981
Chr1	8759370	8763491
Chr1	8770874	8773267
Chr1	8786512	8792386
Chr1	8792646	8797363
Chr1	8809361	8813097
Chr1	8821136	8822609
Chr1	8835574	8837002
Chr1	8840946	8846452
Chr1	8853816	8856953
Chr1	8883238	8885407
Chr1	8885505	8892462
Chr1	8892579	8900134
Chr1	8900946	8901945
Chr1	8903333	8905428
Chr1	8917547	8919971
Chr1	8921590	8925372
Chr1	8925072	8929646
Chr1	8931593	8936683
Chr1	8949249	8952712
Chr1	8958411	8967207
Chr1	8968727	8968933
Chr1	8973604	8978182
Chr1	8979005	8979280
Chr1	8986253	8987398
Chr1	8988867	8992581
Chr1	8994977	8997083
Chr1	9004101	9008221
Chr1	9013002	9016711
Chr1	9018144	9019762
Chr1	9019841	9024052
Chr1	9024897	9028876
Chr1	9041580	9046087
Chr1	9053511	9053928
Chr1	9057835	9061059
Chr1	9063968	9066787
Chr1	9067360	9071396
Chr1	9074613	9083795
Chr1	9088088	9089111
Chr1	9100034	9102721
Chr1	9114002	9114253
Chr1	9114577	9117425
Chr1	9117901	9121417
Chr1	9133519	9140430
Chr1	9159606	9165693
Chr1	9166353	9169971
Chr1	9171628	9172899
Chr1	9173107	9175991
Chr1	9179212	9181984
Chr1	9192249	9193439
Chr1	9195527	9198962
Chr1	9201354	9204450
Chr1	9203963	9211788
Chr1	9221082	9221504
Chr1	9225213	9237059
Chr1	9243541	9243825
Chr1	9245577	9253454
Chr1	9254034	9256622
Chr1	9259137	9264342
Chr1	9264978	9268482
Chr1	9268652	9272919
Chr1	9273876	9279032
Chr1	9288840	9289082
Chr1	9293171	9299788
Chr1	9302138	9304117
Chr1	9306108	9309845
Chr1	9314159	9318060
Chr1	9318848	9323339
Chr1	9325545	9329334
Chr1	9334749	9335266
Chr1	9339815	9342304
Chr1	9344881	9347403
Chr1	9349280	9351336
Chr1	9352449	9359400
Chr1	9370599	9373674
Chr1	9373716	9378204
Chr1	9378864	9383183
Chr1	9386194	9390635
Chr1	9394361	9396460
Chr1	9402693	9403722
Chr1	9419329	9419981
Chr1	9424556	9429196
Chr1	9429955	9430747
Chr1	9431735	9435957
Chr1	9438456	9439387
Chr1	9441829	9444010
Chr1	9445679	9446566
Chr1	9447788	9450787
Chr1	9454976	9456923
Chr1	9488825	9493964
Chr1	9494809	9503181
Chr1	9512985	9515102
Chr1	9526187	9526984
Chr1	9545520	9546039
Chr1	9567526	9569263
Chr1	9603147	9604187
Chr1	9626942	9630059
Chr1	9631296	9638901
Chr1	9657980	9661279
Chr1	9665409	9670237
Chr1	9670773	9675747
Chr1	9679828	9680896
Chr1	9682566	9684170
Chr1	9684830	9689518
Chr1	9690235	9692180
Chr1	9694027	9699817
Chr1	9702734	9709696
Chr1	9711615	9712419
Chr1	9727698	9728244
Chr1	9733832	9738226
Chr1	9738442	9744728
Chr1	9750080	9753770
Chr1	9754542	9755797
Chr1	9764973	9766481
Chr1	9770015	9771037
Chr1	9793959	9796829
Chr1	9809343	9810633
Chr1	9816783	9822750
Chr1	9831459	9831794
Chr1	9845800	9848861
Chr1	9859350	9860764
Chr1	9866424	9870864
Chr1	9874326	9876951
Chr1	9878631	9885134
Chr1	9887626	9889328
Chr1	9889548	9902738
Chr1	9913390	9917318
Chr1	9917474	9921595
Chr1	9928866	9935981
Chr1	9936753	9947940
Chr1	9954154	9955696
Chr1	9957044	9958850
Chr1	9962629	9966966
Chr1	9967185	9969073
Chr1	10003950	10007768
Chr1	10008036	10011595
Chr1	10011875	10015464
Chr1	10016226	10016438
Chr1	10018752	10020376
Chr1	10021428	10027122
Chr1	10048264	10050309
Chr1	10058631	10059897
Chr1	10061442	10065102
Chr1	10079338	10080316
Chr1	10098282	10103021
Chr1	10113381	10119022
Chr1	10119211	10123815
Chr1	10136482	10137055
Chr1	10137215	10140159
Chr1	10144292	10146312
Chr1	10148777	10152520
Chr1	10156418	10158682
Chr1	10159759	10160678
Chr1	10164402	10165505
Chr1	10166261	10166626
Chr1	10167886	10169316
Chr1	10180700	10182404
Chr1	10185178	10188342
Chr1	10193643	10196775
Chr1	10200476	10203694
Chr1	10211391	10212188
Chr1	10217247	10219696
Chr1	10234933	10236023
Chr1	10248085	10251783
Chr1	10262946	10267962
Chr1	10283535	10283921
Chr1	10288976	10289644
Chr1	10291889	10295536
Chr1	10297713	10298039
Chr1	10303744	10304211
Chr1	10308117	10308641
Chr1	10312341	10314826
Chr1	10316083	10318509
Chr1	10319458	10319886
Chr1	10333538	10337512
Chr1	10342025	10343570
Chr1	10346711	10349872
Chr1	10352429	10353151
Chr1	10366411	10367331
Chr1	10370062	10370403
Chr1	10375933	10376935
Chr1	10399945	10400235
Chr1	10431473	10432723
Chr1	10451842	10454434
Chr1	10470540	10478800
Chr1	10488948	10490994
Chr1	10492039	10495723
Chr1	10496604	10500943
Chr1	10509032	10513400
Chr1	10515723	10521282
Chr1	10549240	10551084
Chr1	10551838	10552511
Chr1	10559887	10560969
Chr1	10561328	10565325
Chr1	10578399	10580428
Chr1	10597799	10598302
Chr1	10622795	10627552
Chr1	10628391	10630541
Chr1	10641303	10642392
Chr1	10643287	10644848
Chr1	10650139	10656779
Chr1	10657463	10660137
Chr1	10664780	10666903
Chr1	10675167	10679828
Chr1	10679488	10682188
Chr1	10687193	10687489
Chr1	10691398	10692494
Chr1	10693327	10695914
Chr1	10701626	10703130
Chr1	10703783	10705200
Chr1	10713139	10714271
Chr1	10715756	10716480
Chr1	10720419	10721623
Chr1	10748603	10750234
Chr1	10772988	10777945
Chr1	10781001	10781912
Chr1	10782754	10783182
Chr1	10797095	10799005
Chr1	10802151	10804527
Chr1	10805496	10808081
Chr1	10813997	10818530
Chr1	10822583	10827157
Chr1	10819351	10822413
Chr1	10830045	10831911
Chr1	10871371	10874265
Chr1	10875741	10876344
Chr1	10877635	10881693
Chr1	10885891	10886205
Chr1	10891810	10893810
Chr1	10895602	10897796
Chr1	10899088	10900447
Chr1	10911296	10914795
Chr1	10931624	10933061
Chr1	10934895	10935992
Chr1	10945292	10945711
Chr1	10950432	10950836
Chr1	10961015	10962396
Chr1	10965000	10968073
Chr1	10969331	10972881
Chr1	10977180	10979974
Chr1	10980739	10983343
Chr1	10990775	10991617
Chr1	10997593	10999294
Chr1	10999316	11006013
Chr1	11025443	11038870
Chr1	11058878	11063978
Chr1	11064694	11068774
Chr1	11071480	11071791
Chr1	11078199	11083482
Chr1	11089051	11093987
Chr1	11094735	11095130
Chr1	11096191	11098563
Chr1	11100019	11102620
Chr1	11109804	11113543
Chr1	11129421	11131876
Chr1	11148536	11151458
Chr1	11155313	11155780
Chr1	11166948	11174452
Chr1	11177124	11180604
Chr1	11198937	11199438
Chr1	11202595	11203335
Chr1	11208573	11209819
Chr1	11211845	11221400
Chr1	11221765	11223653
Chr1	11224130	11224900
Chr1	11227601	11227945
Chr1	11231972	11234811
Chr1	11245197	11246756
Chr1	11246926	11247221
Chr1	11249654	11251232
Chr1	11254144	11261684
Chr1	11264170	11266136
Chr1	11272155	11278214
Chr1	11283364	11284127
Chr1	11307284	11307814
Chr1	11316601	11320197
Chr1	11321841	11322752
Chr1	11326333	11334931
Chr1	11350507	11356863
Chr1	11358152	11359942
Chr1	11364355	11365344
Chr1	11367016	11367264
Chr1	11369593	11369859
Chr1	11372793	11374436
Chr1	11378988	11379725
Chr1	11389453	11389920
Chr1	11398914	11401032
Chr1	11409812	11410165
Chr1	11412131	11421047
Chr1	11426336	11430996
Chr1	11444192	11444686
Chr1	11446404	11449442
Chr1	11458955	11463442
Chr1	11472467	11475066
Chr1	11480228	11485071
Chr1	11501218	11502840
Chr1	11505077	11506103
Chr1	11515321	11515989
Chr1	11517688	11521595
Chr1	11523256	11524033
Chr1	11526651	11529893
Chr1	11544302	11545431
Chr1	11559271	11559928
Chr1	11581013	11581850
Chr1	11585607	11586525
Chr1	11591226	11591477
Chr1	11595631	11596334
Chr1	11599937	11600573
Chr1	11610848	11612708
Chr1	11618335	11622535
Chr1	11624254	11624645
Chr1	11625658	11637076
Chr1	11647627	11647974
Chr1	11655138	11659895
Chr1	11662723	11666347
Chr1	11667260	11667716
Chr1	11677483	11685307
Chr1	11686442	11687386
Chr1	11687988	11688350
Chr1	11688901	11690975
Chr1	11693809	11700025
Chr1	11703247	11704653
Chr1	11710902	11711183
Chr1	11713728	11714442
Chr1	11715165	11717784
Chr1	11727425	11730043
Chr1	11737865	11738367
Chr1	11741377	11750709
Chr1	11752736	11753404
Chr1	11753780	11755093
Chr1	11756851	11759649
Chr1	11774396	11775010
Chr1	11778997	11781908
Chr1	11783910	11785001
Chr1	11792473	11793167
Chr1	11800239	11803815
Chr1	11804111	11809061
Chr1	11810685	11811951
Chr1	11812178	11815791
Chr1	11825162	11825442
Chr1	11855552	11858974
Chr1	11863920	11864332
Chr1	11878345	11879503
Chr1	11897558	11902407
Chr1	11905412	11906678
Chr1	11906864	11910916
Chr1	11917508	11917909
Chr1	11930353	11931888
Chr1	11944393	11945637
Chr1	11946745	11947056
Chr1	11953342	11955449
Chr1	11957243	11964812
Chr1	11970728	11972568
Chr1	11974129	11981959
Chr1	11992632	11993683
Chr1	11999382	12002924
Chr1	12031970	12032254
Chr1	12057277	12057723
Chr1	12067684	12069113
Chr1	12074499	12075208
Chr1	12078156	12078670
Chr1	12091633	12093276
Chr1	12108869	12110717
Chr1	12112984	12113844
Chr1	12117107	12123195
Chr1	12126422	12127233
Chr1	12129594	12133198
Chr1	12154685	12156630
Chr1	12157455	12161768
Chr1	12163770	12164080
Chr1	12176157	12176726
Chr1	12184857	12186827
Chr1	12198238	12199004
Chr1	12203402	12204078
Chr1	12205547	12205888
Chr1	12220348	12224299
Chr1	12225123	12225766
Chr1	12231162	12231556
Chr1	12232535	12234767
Chr1	12235262	12248213
Chr1	12248605	12249408
Chr1	12258138	12263046
Chr1	12264911	12269085
Chr1	12270037	12270402
Chr1	12280146	12280526
Chr1	12291788	12294943
Chr1	12297230	12298189
Chr1	12299652	12299981
Chr1	12303170	12309435
Chr1	12316775	12317261
Chr1	12326486	12331776
Chr1	12332795	12337227
Chr1	12339789	12340224
Chr1	12344460	12351233
Chr1	12351454	12353063
Chr1	12363709	12366314
Chr1	12371941	12372306
Chr1	12375596	12378440
Chr1	12398142	12401628
Chr1	12403525	12408003
Chr1	12439025	12442585
Chr1	12483081	12485539
Chr1	12487562	12490406
Chr1	12491993	12494656
Chr1	12499923	12504215
Chr1	12509592	12519255
Chr1	12534119	12534382
Chr1	12551333	12557013
Chr1	12564283	12570032
Chr1	12578189	12582301
Chr1	12582735	12583462
Chr1	12584652	12594761
Chr1	12615648	12617245
Chr1	12621246	12621704
Chr1	12628026	12629938
Chr1	12636380	12640675
Chr1	12645515	12646409
Chr1	12646586	12650014
Chr1	12650540	12654393
Chr1	12654852	12658475
Chr1	12660915	12661401
Chr1	12664720	12665440
Chr1	12667343	12672757
Chr1	12677086	12678141
Chr1	12682333	12683428
Chr1	12701744	12704572
Chr1	12704700	12709808
Chr1	12725141	12731526
Chr1	12734098	12738112
Chr1	12739613	12740041
Chr1	12742056	12746046
Chr1	12745130	12747081
Chr1	12751899	12753162
Chr1	12756935	12757588
Chr1	12758518	12760143
Chr1	12765352	12769683
Chr1	12804579	12810224
Chr1	12819228	12820200
Chr1	12848912	12853410
Chr1	12858637	12859368
Chr1	12870228	12874264
Chr1	12884474	12885551
Chr1	12890486	12891513
Chr1	12896174	12915380
Chr1	12914948	12919210
Chr1	12921466	12924802
Chr1	12932411	12933541
Chr1	12945723	12946007
Chr1	12974525	12974728
Chr1	12980585	12982781
Chr1	12989499	12990341
Chr1	12996701	12998119
Chr1	13010888	13012839
Chr1	13073618	13074372
Chr1	13081483	13083754
Chr1	13114083	13115959
Chr1	13130523	13131199
Chr1	13133423	13136149
Chr1	13137848	13141064
Chr1	13141932	13144941
Chr1	13145219	13145659
Chr1	13146651	13147025
Chr1	13170717	13174129
Chr1	13186830	13187297
Chr1	13196756	13197181
Chr1	13200712	13202442
Chr1	13205096	13205413
Chr1	13211987	13218563
Chr1	13228071	13229853
Chr1	13233310	13234071
Chr1	13237248	13246183
Chr1	13246387	13262228
Chr1	13264930	13266669
Chr1	13272614	13282201
Chr1	13286103	13288466
Chr1	13291338	13294467
Chr1	13296332	13305295
Chr1	13309978	13310316
Chr1	13311773	13312375
Chr1	13319295	13323947
Chr1	13327424	13328163
Chr1	13340275	13340721
Chr1	13342089	13342658
Chr1	13342879	13345906
Chr1	13353629	13357510
Chr1	13360117	13361337
Chr1	13363707	13364930
Chr1	13366416	13367710
Chr1	13373620	13374665
Chr1	13374842	13375053
Chr1	13389999	13392236
Chr1	13396264	13397109
Chr1	13414418	13415232
Chr1	13422753	13424642
Chr1	13436891	13438586
Chr1	13442496	13443696
Chr1	13444016	13445074
Chr1	13454908	13455887
Chr1	13459579	13460593
Chr1	13467990	13469759
Chr1	13487905	13490291
Chr1	13508317	13508882
Chr1	13517518	13528480
Chr1	13523472	13531777
Chr1	13539762	13541958
Chr1	13550372	13556984
Chr1	13560832	13566873
Chr1	13570607	13573322
Chr1	13577951	13581209
Chr1	13582036	13584917
Chr1	13594901	13595386
Chr1	13595762	13598586
Chr1	13601556	13604431
Chr1	13617508	13618144
Chr1	13621337	13621703
Chr1	13624372	13624767
Chr1	13635250	13637218
Chr1	13643985	13646640
Chr1	13662002	13664774
Chr1	13672136	13672612
Chr1	13705077	13707835
Chr1	13713177	13714834
Chr1	13717346	13719543
Chr1	13765231	13772186
Chr1	13775186	13776654
Chr1	13778572	13779786
Chr1	13784863	13785180
Chr1	13788467	13789890
Chr1	13794686	13799906
Chr1	13799955	13804790
Chr1	13807523	13809865
Chr1	13814901	13817064
Chr1	13822762	13823756
Chr1	13828379	13830821
Chr1	13837906	13839339
Chr1	13842272	13843749
Chr1	13847992	13849036
Chr1	13857601	13858621
Chr1	13859262	13860625
Chr1	13877597	13878228
Chr1	13880244	13883279
Chr1	13885528	13885743
Chr1	13887272	13893293
Chr1	13896291	13898264
Chr1	13899523	13900729
Chr1	13903153	13904729
Chr1	13911829	13912191
Chr1	13914259	13914771
Chr1	13915867	13916187
Chr1	13922344	13927455
Chr1	13933250	13934338
Chr1	13934495	13935854
Chr1	13936525	13937302
Chr1	13941318	13944691
Chr1	13957512	13959245
Chr1	13977964	13979538
Chr1	13979885	13983744
Chr1	13985087	13985680
Chr1	13986738	13988711
Chr1	14005040	14007024
Chr1	14012515	14019465
Chr1	14021280	14024158
Chr1	14026067	14026560
Chr1	14031364	14038788
Chr1	14043089	14044083
Chr1	14047801	14054910
Chr1	14059572	14064905
Chr1	14068134	14069504
Chr1	14076321	14076620
Chr1	14077629	14080716
Chr1	14101994	14108083
Chr1	14113573	14114293
Chr1	14116998	14117889
Chr1	14128407	14129236
Chr1	14130842	14134488
Chr1	14137598	14139142
Chr1	14149989	14150267
Chr1	14152973	14153296
Chr1	14167249	14168537
Chr1	14171243	14175815
Chr1	14178468	14182168
Chr1	14189493	14191663
Chr1	14210479	14211106
Chr1	14220784	14221379
Chr1	14224896	14233656
Chr1	14248009	14248295
Chr1	14250215	14251959
Chr1	14252929	14257384
Chr1	14259335	14260906
Chr1	14262108	14262335
Chr1	14264078	14267208
Chr1	14280746	14282187
Chr1	14285949	14287010
Chr1	14290373	14291666
Chr1	14292067	14303222
Chr1	14308159	14316696
Chr1	14318259	14319567
Chr1	14326186	14327047
Chr1	14328622	14333284
Chr1	14340133	14357449
Chr1	14385696	14386361
Chr1	14391999	14398598
Chr1	14414670	14431253
Chr1	14437845	14439688
Chr1	14442717	14444896
Chr1	14446910	14453474
Chr1	14453690	14454560
Chr1	14459951	14461849
Chr1	14462361	14464876
Chr1	14471242	14476738
Chr1	14480782	14481616
Chr1	14484327	14484530
Chr1	14486393	14487170
Chr1	14506673	14513164
Chr1	14513321	14515446
Chr1	14526602	14531604
Chr1	14544303	14545507
Chr1	14551107	14552310
Chr1	14576587	14581967
Chr1	14587007	14591754
Chr1	14597790	14602976
Chr1	14605174	14605970
Chr1	14611303	14611896
Chr1	14612547	14617122
Chr1	14621295	14627937
Chr1	14679306	14683435
Chr1	14702305	14705998
Chr1	14713472	14713951
Chr1	14730142	14738424
Chr1	14742684	14748152
Chr1	14749402	14750090
Chr1	14752089	14754630
Chr1	14754773	14764507
Chr1	14767283	14769140
Chr1	14769271	14769883
Chr1	14777806	14779110
Chr1	14786178	14786779
Chr1	14788122	14788481
Chr1	14792113	14792639
Chr1	14793093	14797228
Chr1	14799300	14801932
Chr1	14807795	14808475
Chr1	14809676	14822133
Chr1	14825144	14828267
Chr1	14856098	14858270
Chr1	14881835	14883293
Chr1	14892876	14893943
Chr1	14896685	14899178
Chr1	14901174	14903208
Chr1	14903885	14905421
Chr1	14914819	14915748
Chr1	14924923	14928015
Chr1	14942346	14943453
Chr1	14955700	14959369
Chr1	14964573	14968307
Chr1	14987573	14988369
Chr1	14993201	14998107
Chr1	15007012	15013275
Chr1	15014712	15014984
Chr1	15018106	15018384
Chr1	15019806	15023967
Chr1	15059422	15067554
Chr1	15070345	15070865
Chr1	15075862	15083305
Chr1	15085557	15087045
Chr1	15099900	15100457
Chr1	15100897	15105919
Chr1	15111532	15112071
Chr1	15116421	15116918
Chr1	15118693	15119756
Chr1	15121065	15123148
Chr1	15124631	15125398
Chr1	15130857	15139604
Chr1	15146084	15152518
Chr1	15151960	15157245
Chr1	15158430	15158885
Chr1	15160423	15161640
Chr1	15170345	15171860
Chr1	15185076	15188301
Chr1	15192860	15195698
Chr1	15216813	15217959
Chr1	15234445	15234693
Chr1	15253541	15254909
Chr1	15258670	15260287
Chr1	15276284	15276736
Chr1	15281130	15283073
Chr1	15284072	15285817
Chr1	15289214	15291315
Chr1	15291669	15294415
Chr1	15296963	15299132
Chr1	15299777	15300073
Chr1	15328868	15332947
Chr1	15336530	15337588
Chr1	15344380	15345409
Chr1	15346349	15347941
Chr1	15350554	15351568
Chr1	15353975	15354379
Chr1	15356779	15360684
Chr1	15361032	15361951
Chr1	15381101	15382010
Chr1	15384897	15385446
Chr1	15389732	15392073
Chr1	15393438	15395769
Chr1	15405281	15406253
Chr1	15410777	15412081
Chr1	15418911	15421118
Chr1	15426823	15430588
Chr1	15439024	15440376
Chr1	15440625	15441473
Chr1	15445458	15447633
Chr1	15449001	15449612
Chr1	15453620	15457813
Chr1	15462065	15466760
Chr1	15474284	15478322
Chr1	15479968	15493549
Chr1	15494889	15496280
Chr1	15503196	15511672
Chr1	15534201	15535727
Chr1	15540190	15540537
Chr1	15557112	15557543
Chr1	15562758	15563289
Chr1	15568776	15573377
Chr1	15581786	15583686
Chr1	15611374	15614522
Chr1	15618221	15624566
Chr1	15637664	15637966
Chr1	15640318	15640638
Chr1	15644812	15649520
Chr1	15672566	15676615
Chr1	15693159	15693956
Chr1	15711152	15712449
Chr1	15714116	15714559
Chr1	15739887	15741584
Chr1	15726222	15726798
Chr1	15743294	15743870
Chr1	15760468	15763180
Chr1	15777301	15780996
Chr1	15781931	15783015
Chr1	15792294	15797086
Chr1	15807633	15807932
Chr1	15814357	15815151
Chr1	15835812	15836668
Chr1	15842962	15843779
Chr1	15846225	15847694
Chr1	15850967	15854629
Chr1	15881222	15881506
Chr1	15920822	15921031
Chr1	15923103	15926571
Chr1	15934491	15935319
Chr1	15948776	15953098
Chr1	15958735	15959500
Chr1	15966105	15967644
Chr1	15968347	15969552
Chr1	15975324	15980624
Chr1	15990575	15991315
Chr1	15992759	15996844
Chr1	15997523	15998041
Chr1	16000688	16003329
Chr1	16004661	16006678
Chr1	16033395	16038898
Chr1	16041548	16042229
Chr1	16046649	16056268
Chr1	16061947	16067662
Chr1	16071197	16071430
Chr1	16079293	16080059
Chr1	16080620	16081808
Chr1	16086623	16088672
Chr1	16113332	16114599
Chr1	16122317	16122928
Chr1	16130515	16131447
Chr1	16135872	16141134
Chr1	16145806	16147475
Chr1	16151540	16154058
Chr1	16156978	16157217
Chr1	16207616	16208125
Chr1	16210935	16211252
Chr1	16227537	16228044
Chr1	16232120	16234469
Chr1	16296106	16300182
Chr1	16306512	16309782
Chr1	16325487	16328374
Chr1	16346972	16349561
Chr1	16363677	16364246
Chr1	16364894	16369857
Chr1	16377716	16389716
Chr1	16392304	16393382
Chr1	16400629	16403593
Chr1	16415041	16416138
Chr1	16422675	16423040
Chr1	16435856	16436845
Chr1	16447121	16447701
Chr1	16461282	16464193
Chr1	16468658	16479811
Chr1	16480363	16494335
Chr1	16495357	16503329
Chr1	16511526	16518660
Chr1	16540178	16545913
