category	ID	term	count	genes	logFC	adj_pval	zscore
BP	GO:0042325	regulation of phosphorylation	55	SPRY4	-1.340290385	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	PRKAR2B	2.38904381	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	MAP3K5	-2.582338303	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	NDUFS4	0.594724337	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	CERKL	0.862400057	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	MDFIC	-1.121736197	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	IFNG	0.23384619	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	GAB1	0.879589395	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	SPRED1	-1.04019387	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	RAPGEF3	-0.773662395	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	CEACAM2	2.203835035	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	FGF2	-0.585969297	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	LYN	-0.728398005	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	CCDC88C	-0.867207436	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	PKIG	0.59475899	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	THY1	-0.553856214	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	ACVR2A	-0.689146653	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	PLCE1	-0.583871842	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	HIPK3	0.420905124	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	CD81	-0.52313523	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	ERN1	0.733184663	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	NRK	-0.636474618	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	GADD45A	1.207454523	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	CAV1	-0.956726373	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	TNF	-0.524113811	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	FGFR3	-0.441929813	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	ADORA2A	-1.62486456	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	BMPR2	0.659034738	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	KIT	-1.79462081	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	CD24A	0.840220153	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	INPP5K	0.74173515	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	HEXIM1	0.433091644	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	DGKD	-1.184887067	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	BCL2	-0.819237793	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	VAV3	-3.272060383	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	MAP2K1	-0.462879817	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	HCLS1	-1.706048343	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	TGFBR2	0.998477288	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	NF1	-0.701186185	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	DGKH	-0.931246117	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	RICTOR	0.485597608	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	CDKN1C	-0.6908404	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	SH3BP5	-0.799624761	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	TSC2	0.484905079	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	FABP4	-6.006374633	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	LRP8	3.356398728	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	IGFBP3	-1.53877307	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	HTR2A	0.822310451	0.001218401	-1.213559752
BP	GO:0042325	regulation of phosphorylation	55	F2R	-2.126826937	0.001218401	-1.213559752
BP	GO:0016310	phosphorylation	109	STK33	0.353727652	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	STK38	0.721742953	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	TIRAP	1.189154773	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	TGFB3	-1.654311963	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	PRKG1	1.11166953	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	TTN	-0.663359973	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	C230081A13RIK	-0.86630536	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	TGFB2	2.303174833	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	CTTNBP2	0.465025583	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	PRKAR2B	2.38904381	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	MAP3K5	-2.582338303	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	MDFIC	-1.121736197	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	MAP3K8	1.164063295	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	IFNG	0.23384619	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	ILK	-0.647659317	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	GAB1	0.879589395	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	MLKL	-1.511955753	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	INSR	1.6754155	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	RET	1.195297373	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	MAP4K3	-0.501535413	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	MAP4K4	-0.554699907	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	PLCE1	-0.583871842	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	PDGFRA	-0.536206566	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	MAPK9	0.685550677	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	WNT5A	1.267849923	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	FGFR3	-0.441929813	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	STK10	-1.672758107	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	BMPR2	0.659034738	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	MAP4K2	0.470737143	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	CHEK2	-1.709742547	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	EPHB4	-0.802291718	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	EPHB1	-0.939889352	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	PTK2	-0.652790383	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	ZAP70	0.969143531	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	TEC	0.849222178	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	MAP2K1	-0.462879817	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	TAOK3	-0.661818986	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	TGFBR2	0.998477288	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	BMX	1.389250443	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	RPS6KL1	-0.531561067	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	EPHA7	0.431430973	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	ATP6V0E2	0.47838481	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	ULK1	0.410886127	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	TGFBR3	1.21053663	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	GRK4	0.596299646	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	TNK1	-0.280158047	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	GRK5	-0.710061403	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	ABL2	0.532475325	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	MYLK	-0.437339463	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	SRMS	0.34487422	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	CDK19	0.448197987	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	ATP5E	0.312533377	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	ACVRL1	0.509690293	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	PRDX2	0.494541805	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	FES	-0.355315523	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	D8ERTD82E	-1.26497859	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	SLK	-0.290273984	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	PAK4	0.648304621	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	CDK12	-0.674758844	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	PAK1	1.396210657	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	FGF2	-0.585969297	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	ATP5H	0.454014144	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	TRPM6	1.648325731	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	SGK1	-1.47705049	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	ADAM10	0.437040344	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	LYN	-0.728398005	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	LIMK1	0.497049015	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	PIK3C2B	-2.46837932	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	DAPK2	-0.756313323	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	PRKCB	2.0486665	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	DAPK1	1.637175387	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	PRKD1	-1.505200363	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	ACVR2A	-0.689146653	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	PRKD2	-0.787741027	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	ATP6V1A	0.65044849	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	CCND1	-1.645147307	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	MAST2	0.335594489	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	HIPK3	0.420905124	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	CD81	-0.52313523	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	ERN1	0.733184663	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	NRK	-0.636474618	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	MAP3K12	-0.535127166	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	FRK	-0.675877093	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	NDUFB8	0.431336721	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	CAMK2G	-0.816875295	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	KIT	-1.79462081	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	ATP5G3	0.334951082	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	IGF1R	2.452772717	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	GNPTAB	0.473556673	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	BCL2	-0.819237793	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	CAMK2D	-0.46177705	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	PRKAA2	-0.450660227	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	PTPRE	-1.33762153	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	PTPRA	-0.458312353	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	NDUFA7	1.182820295	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	TRIM28	-0.24017683	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	NPR1	-0.893131727	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	NPR2	-2.076959626	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	TRIM24	-0.426012033	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	ICK	0.470280317	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	MAPK12	-0.339340207	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	RPS6KA1	0.572898548	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	RPS6KA2	-1.676420843	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	FYN	-1.658977507	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	GSK3B	0.46311696	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	JAK1	-0.87793572	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	ATP6V0A1	0.984753306	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	IGFBP3	-1.53877307	0.001260554	-0.478913143
BP	GO:0016310	phosphorylation	109	F2R	-2.126826937	0.001260554	-0.478913143
BP	GO:0006468	protein amino acid phosphorylation	99	STK33	0.353727652	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	STK38	0.721742953	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	TIRAP	1.189154773	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	TGFB3	-1.654311963	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	TTN	-0.663359973	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	PRKG1	1.11166953	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	C230081A13RIK	-0.86630536	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	TGFB2	2.303174833	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	PRKAR2B	2.38904381	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	CTTNBP2	0.465025583	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	MAP3K5	-2.582338303	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	MDFIC	-1.121736197	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	MAP3K8	1.164063295	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	ILK	-0.647659317	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	IFNG	0.23384619	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	GAB1	0.879589395	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	MLKL	-1.511955753	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	INSR	1.6754155	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	RET	1.195297373	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	MAP4K3	-0.501535413	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	MAP4K4	-0.554699907	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	PLCE1	-0.583871842	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	PDGFRA	-0.536206566	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	MAPK9	0.685550677	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	WNT5A	1.267849923	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	FGFR3	-0.441929813	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	STK10	-1.672758107	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	BMPR2	0.659034738	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	MAP4K2	0.470737143	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	CHEK2	-1.709742547	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	EPHB4	-0.802291718	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	EPHB1	-0.939889352	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	PTK2	-0.652790383	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	ZAP70	0.969143531	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	TEC	0.849222178	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	MAP2K1	-0.462879817	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	TAOK3	-0.661818986	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	TGFBR2	0.998477288	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	BMX	1.389250443	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	RPS6KL1	-0.531561067	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	EPHA7	0.431430973	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	ULK1	0.410886127	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	TGFBR3	1.21053663	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	GRK4	0.596299646	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	TNK1	-0.280158047	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	GRK5	-0.710061403	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	ABL2	0.532475325	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	MYLK	-0.437339463	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	SRMS	0.34487422	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	CDK19	0.448197987	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	ACVRL1	0.509690293	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	PRDX2	0.494541805	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	FES	-0.355315523	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	D8ERTD82E	-1.26497859	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	SLK	-0.290273984	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	PAK4	0.648304621	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	CDK12	-0.674758844	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	PAK1	1.396210657	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	FGF2	-0.585969297	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	TRPM6	1.648325731	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	SGK1	-1.47705049	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	ADAM10	0.437040344	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	LYN	-0.728398005	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	LIMK1	0.497049015	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	DAPK2	-0.756313323	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	PRKCB	2.0486665	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	DAPK1	1.637175387	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	PRKD1	-1.505200363	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	ACVR2A	-0.689146653	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	PRKD2	-0.787741027	0.001494412	-1.30654916
BP	GO:0006468	protein amino acid phosphorylation	99	CCND1	-1.645147307	0.001494412	-1.30654916
